Matrícula_empregado,Sexo,Escolaridade,Satisfação_clientes_média,Absenteísmo,Distância_trabalho,Qtde_filhos,Idade,Experiência_vendas,DISC_Dominância,DISC_Influência,DISC_Estabilidade,DISC_Conformidade,Perfil_Comunicador,Perfil_Executor,Perfil_Analista,Perfil_Planejador
2846421,F,Médio,"7,00","2,4%","57,40","0,00","25,00","8,50","3,00","2,00","2,00","2,00","7,00","9,00","7,00","8,00"
1863062,M,Médio,"7,00","2,9%","14,20","3,00","29,00","5,60","4,00","3,00","3,00","2,00","5,00","7,00","5,00","4,00"
2874608,M,Médio,"6,00","5,3%","16,80","0,00","45,00","6,30","1,00","2,00","3,00","0,00","6,00","8,00","7,00","8,00"
4854181,F,Médio,"5,00","0,6%","19,90","0,00","29,00","3,10","2,00","1,00","2,00","4,00","3,00","2,00","2,00","1,00"
6113660,M,Médio,"6,00","0,4%","13,20","2,00","39,00","0,00","4,00","3,00","3,00","3,00","5,00","6,00","1,00","6,00"
1759854,M,Médio,"8,00","2,3%","37,70","3,00","21,00","1,40","5,00","3,00","2,00","1,00","7,00","4,00","3,00","0,00"
1354607,M,Médio,"5,00","6,0%","15,80","2,00","31,00","1,80","4,00","2,00","4,00","5,00","2,00","4,00","6,00","7,00"
8838822,F,Médio,"7,00","4,5%","14,50","0,00","40,00","3,40","3,00","2,00","4,00","3,00","5,00","6,00","4,00","3,00"
1660028,M,Médio,"6,00","1,1%","13,80","1,00","38,00","0,00","2,00","2,00","5,00","1,00","8,00","5,00","4,00","5,00"
8934655,M,Médio,"5,00","3,3%","18,20","3,00","19,00","1,90","3,00","2,00","4,00","4,00","3,00","4,00","2,00","9,00"
7026504,M,Médio,"6,00","3,6%","13,70","2,00","47,00","2,00","3,00","3,00","3,00","3,00","8,00","5,00","3,00","8,00"
5640470,M,Médio,"7,00","0,7%","18,20","2,00","20,00","4,50","3,00","4,00","2,00","1,00","6,00","7,00","0,00","6,00"
2521100,M,Médio,"7,00","3,2%","21,20","1,00","24,00","11,60","1,00","1,00","3,00","1,00","6,00","5,00","0,00","1,00"
9386798,F,Médio,"7,00","3,1%","10,90","1,00","35,00","13,00","4,00","3,00","1,00","3,00","6,00","2,00","1,00","6,00"
9493558,F,Médio,"5,00","6,0%","55,80","3,00","43,00","0,00","2,00","3,00","2,00","2,00","5,00","8,00","5,00","7,00"
7551330,M,Médio,"6,00","1,7%","31,10","2,00","34,00","3,40","2,00","2,00","2,00","1,00","7,00","6,00","8,00","7,00"
1739686,M,Médio,"7,00","1,9%","22,70","2,00","27,00","0,00","5,00","3,00","2,00","4,00","6,00","6,00","3,00","3,00"
8808221,F,Médio,"7,00","4,0%","25,50","0,00","46,00","3,00","4,00","3,00","2,00","0,00","7,00","0,00","0,00","3,00"
7608505,M,Superior,"8,00","2,8%","30,40","2,00","44,00","1,30","3,00","4,00","0,00","3,00","6,00","4,00","0,00","0,00"
3509781,F,Médio,"7,00","4,9%","5,00","2,00","37,00","5,90","4,00","4,00","1,00","1,00","5,00","2,00","3,00","3,00"
6675306,M,Médio,"5,00","4,6%","31,90","2,00","28,00","1,50","3,00","2,00","3,00","4,00","1,00","3,00","4,00","4,00"
2676248,M,Médio,"7,00","4,4%","50,20","2,00","36,00","3,30","1,00","3,00","2,00","1,00","8,00","10,00","3,00","6,00"
9371400,M,Médio,"5,00","1,7%","22,40","2,00","42,00","14,40","1,00","2,00","2,00","3,00","4,00","4,00","8,00","0,00"
6597397,M,Médio,"7,00","2,0%","51,40","1,00","49,00","5,30","3,00","3,00","2,00","3,00","6,00","6,00","4,00","2,00"
7787695,M,Médio,"7,00","5,3%","17,50","1,00","38,00","0,80","2,00","2,00","1,00","2,00","8,00","6,00","5,00","1,00"
1547854,F,Médio,"7,00","2,1%","10,50","0,00","21,00","8,30","2,00","3,00","3,00","2,00","6,00","10,00","7,00","10,00"
1422726,M,Superior,"7,00","1,5%","13,60","1,00","46,00","5,00","2,00","3,00","2,00","1,00","5,00","5,00","0,00","8,00"
3711058,M,Médio,"5,00","3,0%","11,10","0,00","40,00","3,00","2,00","2,00","3,00","5,00","5,00","5,00","3,00","2,00"
7777286,F,Médio,"5,00","2,8%","55,60","3,00","44,00","6,90","3,00","2,00","4,00","5,00","3,00","8,00","7,00","2,00"
3943165,M,Médio,"7,00","3,7%","7,40","0,00","40,00","0,10","2,00","2,00","1,00","4,00","5,00","1,00","6,00","6,00"
5302957,M,Médio,"8,00","4,8%","20,90","0,00","18,00","14,40","2,00","3,00","2,00","0,00","6,00","9,00","5,00","1,00"
2539289,M,Médio,"6,00","0,3%","34,80","0,00","38,00","2,90","3,00","3,00","2,00","2,00","6,00","3,00","4,00","6,00"
9700712,F,Médio,"5,00","3,2%","10,10","1,00","47,00","4,00","4,00","2,00","2,00","0,00","8,00","6,00","7,00","4,00"
7317419,F,Médio,"7,00","1,6%","25,20","1,00","32,00","4,60","2,00","4,00","3,00","2,00","5,00","4,00","0,00","4,00"
5565659,F,Médio,"8,00","3,0%","22,50","1,00","37,00","0,50","3,00","5,00","3,00","2,00","8,00","4,00","4,00","2,00"
6293575,F,Médio,"8,00","2,0%","22,30","3,00","47,00","0,90","2,00","3,00","0,00","3,00","7,00","7,00","2,00","3,00"
8168437,M,Médio,"8,00","5,6%","43,60","3,00","22,00","2,80","4,00","4,00","1,00","2,00","6,00","6,00","0,00","7,00"
4458028,M,Médio,"8,00","1,8%","32,20","2,00","36,00","2,10","4,00","4,00","1,00","2,00","7,00","8,00","0,00","2,00"
3581250,F,Médio,"7,00","4,0%","28,80","3,00","47,00","4,90","4,00","2,00","1,00","2,00","6,00","10,00","0,00","7,00"
6854408,M,Médio,"5,00","5,8%","22,00","0,00","49,00","0,10","1,00","1,00","3,00","3,00","3,00","2,00","0,00","5,00"
3606842,M,Médio,"6,00","6,2%","23,00","1,00","28,00","0,00","2,00","3,00","1,00","5,00","5,00","6,00","3,00","3,00"
7341309,F,Médio,"5,00","4,8%","27,20","0,00","25,00","3,90","3,00","3,00","3,00","1,00","2,00","0,00","10,00","3,00"
8471032,M,Médio,"7,00","3,1%","19,70","2,00","28,00","2,30","2,00","3,00","1,00","1,00","7,00","7,00","4,00","8,00"
5538176,F,Médio,"8,00","6,7%","20,90","2,00","29,00","2,80","4,00","4,00","2,00","3,00","10,00","10,00","0,00","10,00"
6379088,M,Médio,"5,00","6,1%","39,10","1,00","46,00","4,20","3,00","2,00","4,00","3,00","3,00","9,00","8,00","3,00"
6594099,M,Médio,"7,00","2,4%","12,60","0,00","42,00","1,00","4,00","2,00","4,00","3,00","7,00","6,00","1,00","7,00"
3303736,M,Médio,"6,00","3,6%","20,00","0,00","30,00","8,40","2,00","2,00","3,00","3,00","5,00","4,00","2,00","0,00"
2362628,F,Médio,"7,00","3,5%","65,50","3,00","40,00","3,40","3,00","3,00","3,00","3,00","10,00","7,00","2,00","1,00"
2327905,F,Médio,"5,00","0,3%","17,70","2,00","49,00","2,30","3,00","2,00","2,00","4,00","6,00","4,00","10,00","6,00"
4343961,F,Médio,"5,00","2,4%","15,00","1,00","30,00","2,70","2,00","2,00","5,00","2,00","2,00","8,00","6,00","4,00"
8595680,F,Médio,"5,00","2,4%","27,50","2,00","37,00","3,10","1,00","2,00","4,00","2,00","5,00","0,00","10,00","6,00"
4394944,M,Médio,"7,00","3,8%","55,10","0,00","20,00","1,80","4,00","4,00","2,00","0,00","6,00","5,00","0,00","9,00"
7100312,M,Médio,"6,00","2,7%","41,30","3,00","29,00","1,40","5,00","2,00","4,00","1,00","4,00","4,00","0,00","1,00"
1151442,M,Médio,"5,00","2,0%","18,90","1,00","50,00","2,50","2,00","2,00","2,00","3,00","4,00","3,00","0,00","3,00"
7859674,F,Médio,"6,00","4,4%","18,80","3,00","35,00","3,10","3,00","3,00","1,00","2,00","9,00","5,00","0,00","1,00"
5786398,M,Médio,"6,00","4,4%","17,90","0,00","29,00","0,00","4,00","2,00","2,00","5,00","6,00","5,00","4,00","8,00"
4273947,M,Médio,"8,00","4,7%","20,10","2,00","21,00","1,90","2,00","4,00","2,00","2,00","6,00","10,00","4,00","4,00"
5799569,M,Médio,"6,00","3,3%","46,50","2,00","39,00","1,00","3,00","2,00","2,00","2,00","4,00","3,00","8,00","4,00"
4325646,M,Superior,"8,00","3,9%","18,00","0,00","42,00","2,30","3,00","3,00","2,00","0,00","8,00","5,00","4,00","1,00"
4461227,F,Médio,"8,00","0,5%","67,50","1,00","23,00","0,00","1,00","3,00","2,00","2,00","6,00","7,00","0,00","1,00"
8094176,M,Médio,"7,00","0,1%","14,10","1,00","22,00","8,80","3,00","3,00","1,00","3,00","4,00","5,00","2,00","7,00"
9962555,F,Médio,"7,00","1,4%","21,90","0,00","18,00","2,20","3,00","3,00","0,00","1,00","8,00","8,00","4,00","7,00"
3826906,M,Médio,"5,00","2,8%","22,60","0,00","23,00","0,10","2,00","3,00","4,00","3,00","4,00","8,00","0,00","3,00"
2196100,F,Médio,"7,00","2,8%","18,70","1,00","42,00","12,40","3,00","2,00","2,00","0,00","4,00","9,00","4,00","4,00"
1799835,F,Médio,"5,00","2,3%","37,90","2,00","21,00","12,90","1,00","3,00","1,00","2,00","3,00","1,00","10,00","8,00"
4177466,M,Médio,"6,00","1,5%","15,70","1,00","29,00","0,30","2,00","2,00","2,00","1,00","7,00","5,00","1,00","6,00"
3231199,M,Médio,"8,00","1,5%","16,30","3,00","23,00","0,90","3,00","3,00","2,00","5,00","4,00","3,00","2,00","7,00"
5473458,F,Médio,"8,00","3,2%","16,10","1,00","46,00","7,20","4,00","3,00","3,00","0,00","8,00","10,00","3,00","5,00"
8542423,M,Médio,"5,00","3,0%","11,90","1,00","19,00","4,50","2,00","2,00","5,00","0,00","4,00","3,00","7,00","2,00"
2994901,M,Médio,"7,00","2,2%","21,20","0,00","41,00","4,10","1,00","3,00","2,00","1,00","4,00","7,00","0,00","3,00"
6284153,M,Médio,"7,00","2,8%","16,30","2,00","46,00","0,00","2,00","3,00","1,00","5,00","5,00","8,00","3,00","6,00"
8416759,F,Médio,"8,00","2,5%","13,60","3,00","46,00","2,70","2,00","4,00","2,00","1,00","6,00","9,00","0,00","2,00"
9640141,M,Médio,"5,00","5,4%","26,10","1,00","44,00","9,30","3,00","2,00","4,00","5,00","5,00","5,00","1,00","8,00"
2907303,F,Médio,"5,00","0,9%","17,90","2,00","31,00","10,00","1,00","1,00","4,00","0,00","4,00","0,00","1,00","5,00"
1083038,M,Médio,"5,00","3,1%","30,00","3,00","37,00","1,30","3,00","2,00","3,00","4,00","4,00","3,00","8,00","3,00"
9060967,M,Médio,"6,00","3,0%","13,60","3,00","25,00","2,40","5,00","2,00","4,00","3,00","6,00","3,00","9,00","8,00"
3811997,M,Médio,"8,00","3,3%","10,20","3,00","26,00","9,40","4,00","4,00","1,00","0,00","5,00","10,00","2,00","1,00"
7083944,M,Superior,"5,00","2,5%","11,70","1,00","38,00","2,20","2,00","2,00","2,00","4,00","5,00","0,00","1,00","1,00"
5271077,M,Médio,"7,00","0,4%","48,80","1,00","25,00","11,40","2,00","3,00","3,00","2,00","6,00","9,00","5,00","2,00"
6640169,M,Médio,"7,00","4,5%","19,40","3,00","21,00","0,00","3,00","3,00","2,00","0,00","8,00","9,00","2,00","0,00"
1956373,M,Médio,"6,00","0,0%","21,70","0,00","28,00","10,70","2,00","2,00","2,00","1,00","6,00","2,00","7,00","3,00"
5757043,F,Médio,"5,00","1,3%","15,00","0,00","24,00","4,00","2,00","2,00","3,00","4,00","7,00","3,00","10,00","2,00"
3166546,F,Médio,"8,00","2,2%","17,40","0,00","40,00","0,10","4,00","3,00","2,00","3,00","7,00","10,00","0,00","2,00"
7643095,F,Superior,"8,00","1,6%","42,80","1,00","37,00","1,00","2,00","3,00","0,00","1,00","8,00","9,00","0,00","7,00"
9631578,M,Médio,"8,00","3,1%","10,40","1,00","18,00","1,40","5,00","3,00","1,00","3,00","6,00","6,00","3,00","2,00"
2366117,F,Médio,"8,00","2,3%","12,20","1,00","27,00","12,80","4,00","3,00","1,00","1,00","6,00","3,00","2,00","0,00"
9530743,M,Médio,"6,00","0,9%","12,50","3,00","47,00","7,30","2,00","3,00","3,00","4,00","6,00","6,00","9,00","8,00"
3769276,M,Superior,"5,00","3,3%","25,20","1,00","21,00","4,90","0,00","2,00","3,00","2,00","5,00","5,00","7,00","7,00"
5298115,M,Médio,"7,00","5,0%","26,00","3,00","37,00","0,40","3,00","2,00","2,00","0,00","7,00","9,00","3,00","2,00"
2352667,F,Médio,"5,00","0,0%","29,80","2,00","36,00","0,30","4,00","2,00","1,00","4,00","6,00","5,00","1,00","2,00"
5348122,M,Médio,"8,00","0,0%","37,20","0,00","31,00","8,70","5,00","4,00","2,00","3,00","5,00","7,00","1,00","1,00"
6621323,M,Médio,"6,00","3,2%","29,40","0,00","42,00","1,80","3,00","4,00","3,00","4,00","1,00","1,00","6,00","2,00"
2236262,M,Médio,"6,00","1,3%","28,90","1,00","23,00","3,10","2,00","3,00","4,00","5,00","6,00","1,00","8,00","7,00"
2657638,F,Médio,"8,00","2,4%","50,00","3,00","40,00","1,20","2,00","3,00","2,00","0,00","10,00","6,00","3,00","1,00"
1517932,F,Médio,"8,00","2,3%","14,80","1,00","39,00","0,00","3,00","3,00","0,00","2,00","9,00","2,00","2,00","2,00"
6323638,F,Médio,"8,00","3,4%","12,20","3,00","49,00","6,40","3,00","4,00","3,00","0,00","5,00","9,00","2,00","0,00"
9396843,F,Médio,"8,00","3,9%","45,50","0,00","25,00","1,60","4,00","3,00","2,00","1,00","7,00","7,00","0,00","2,00"
1227435,F,Médio,"6,00","3,5%","9,00","0,00","45,00","6,80","2,00","3,00","2,00","5,00","8,00","7,00","5,00","10,00"
8810340,F,Médio,"8,00","1,3%","37,20","0,00","36,00","0,60","2,00","2,00","4,00","3,00","8,00","7,00","2,00","6,00"
3937232,F,Superior,"5,00","2,9%","15,50","1,00","30,00","1,90","1,00","2,00","3,00","3,00","3,00","2,00","9,00","3,00"
5043385,M,Médio,"8,00","2,2%","6,80","3,00","44,00","1,10","4,00","3,00","2,00","1,00","9,00","7,00","2,00","0,00"
8269553,F,Médio,"8,00","2,7%","23,10","3,00","29,00","0,00","3,00","3,00","2,00","3,00","7,00","9,00","0,00","8,00"
4220386,F,Médio,"5,00","3,5%","35,80","0,00","46,00","0,00","1,00","2,00","4,00","0,00","6,00","2,00","9,00","9,00"
3304707,M,Médio,"5,00","0,8%","63,60","1,00","28,00","0,70","2,00","1,00","2,00","2,00","3,00","1,00","6,00","6,00"
7578755,F,Médio,"8,00","0,2%","43,60","2,00","50,00","0,00","3,00","3,00","3,00","0,00","7,00","5,00","0,00","1,00"
1686388,M,Médio,"8,00","5,2%","22,60","2,00","41,00","4,10","4,00","4,00","0,00","1,00","6,00","10,00","4,00","1,00"
2138858,F,Médio,"5,00","3,3%","21,20","1,00","40,00","0,90","4,00","3,00","3,00","0,00","4,00","5,00","0,00","4,00"
7755906,M,Médio,"6,00","2,9%","14,00","1,00","50,00","0,80","3,00","2,00","3,00","1,00","4,00","0,00","5,00","0,00"
6410715,M,Médio,"5,00","4,2%","61,20","1,00","41,00","3,50","3,00","2,00","2,00","4,00","4,00","2,00","5,00","9,00"
4636509,M,Médio,"5,00","1,1%","23,20","0,00","31,00","1,20","3,00","2,00","4,00","5,00","4,00","9,00","2,00","5,00"
6296238,M,Médio,"6,00","1,8%","31,80","0,00","32,00","10,70","5,00","3,00","1,00","0,00","3,00","8,00","8,00","5,00"
2402330,M,Médio,"8,00","2,4%","39,40","1,00","45,00","1,50","3,00","4,00","0,00","5,00","6,00","7,00","4,00","5,00"
3228039,M,Médio,"8,00","1,2%","18,40","0,00","29,00","0,80","4,00","3,00","1,00","1,00","5,00","9,00","1,00","6,00"
9081706,M,Superior,"5,00","7,1%","11,00","0,00","36,00","4,30","2,00","2,00","4,00","4,00","3,00","4,00","7,00","5,00"
6445188,F,Médio,"7,00","2,8%","24,00","1,00","37,00","2,40","4,00","3,00","2,00","2,00","5,00","6,00","3,00","2,00"
2537078,F,Médio,"6,00","1,0%","15,80","3,00","39,00","1,90","2,00","3,00","3,00","3,00","7,00","8,00","7,00","2,00"
9692289,F,Superior,"6,00","2,2%","15,10","1,00","33,00","7,60","3,00","2,00","2,00","3,00","7,00","5,00","0,00","0,00"
9768770,M,Médio,"7,00","1,3%","19,80","0,00","20,00","2,70","3,00","3,00","2,00","2,00","6,00","2,00","2,00","3,00"
9990992,F,Médio,"6,00","3,4%","16,80","1,00","42,00","3,20","3,00","3,00","4,00","2,00","5,00","3,00","9,00","5,00"
4458256,M,Médio,"6,00","2,0%","62,20","0,00","20,00","1,70","2,00","2,00","2,00","3,00","4,00","10,00","3,00","8,00"
5332345,M,Médio,"7,00","3,9%","20,00","0,00","46,00","2,40","2,00","3,00","2,00","3,00","5,00","3,00","6,00","0,00"
4413358,F,Médio,"6,00","1,3%","20,90","0,00","45,00","5,50","4,00","3,00","2,00","2,00","3,00","3,00","5,00","9,00"
1684609,M,Médio,"5,00","1,6%","29,20","3,00","44,00","1,30","1,00","2,00","3,00","3,00","8,00","7,00","3,00","4,00"
1427957,M,Médio,"7,00","2,6%","49,00","2,00","30,00","1,60","3,00","4,00","2,00","0,00","7,00","0,00","4,00","3,00"
1844491,M,Médio,"5,00","0,2%","17,30","3,00","32,00","0,00","4,00","3,00","1,00","1,00","4,00","7,00","6,00","2,00"
1714856,F,Médio,"8,00","0,7%","55,30","3,00","49,00","8,60","2,00","3,00","1,00","0,00","10,00","6,00","1,00","2,00"
3736623,M,Médio,"5,00","3,6%","17,40","0,00","41,00","2,50","2,00","2,00","4,00","0,00","4,00","4,00","5,00","4,00"
7054708,F,Médio,"6,00","2,0%","31,80","0,00","38,00","0,20","5,00","3,00","4,00","0,00","3,00","9,00","5,00","4,00"
1367628,M,Médio,"8,00","3,1%","19,40","0,00","30,00","2,50","4,00","3,00","1,00","2,00","8,00","5,00","6,00","1,00"
4135201,M,Médio,"6,00","2,3%","64,50","3,00","30,00","5,50","3,00","2,00","2,00","3,00","5,00","0,00","7,00","3,00"
9494014,F,Médio,"7,00","4,0%","35,10","0,00","39,00","9,60","3,00","3,00","3,00","4,00","5,00","5,00","4,00","6,00"
9806954,M,Médio,"5,00","0,0%","15,30","2,00","49,00","4,30","2,00","2,00","1,00","3,00","4,00","3,00","8,00","1,00"
6623156,F,Médio,"7,00","2,0%","32,90","1,00","20,00","4,80","3,00","3,00","2,00","2,00","7,00","2,00","2,00","10,00"
7545030,F,Médio,"6,00","2,9%","45,50","0,00","33,00","0,20","4,00","3,00","4,00","5,00","5,00","4,00","2,00","5,00"
3209877,F,Médio,"7,00","3,4%","18,40","2,00","20,00","2,30","3,00","3,00","1,00","0,00","8,00","6,00","3,00","6,00"
9607767,M,Médio,"8,00","4,1%","10,50","1,00","32,00","1,10","4,00","4,00","3,00","4,00","7,00","8,00","0,00","3,00"
5681763,M,Médio,"7,00","1,7%","37,30","2,00","23,00","0,60","3,00","3,00","3,00","0,00","3,00","4,00","9,00","2,00"
4518862,F,Médio,"8,00","5,0%","61,30","3,00","35,00","0,40","4,00","3,00","0,00","0,00","7,00","5,00","0,00","0,00"
7670101,F,Médio,"6,00","5,1%","22,30","2,00","46,00","1,70","2,00","3,00","4,00","2,00","5,00","6,00","5,00","5,00"
4271897,F,Médio,"6,00","1,1%","9,50","1,00","18,00","14,60","2,00","2,00","3,00","4,00","4,00","2,00","1,00","7,00"
3351941,F,Médio,"5,00","1,7%","38,10","2,00","39,00","3,70","2,00","2,00","4,00","5,00","5,00","2,00","4,00","9,00"
4836881,M,Médio,"6,00","2,3%","13,00","2,00","18,00","0,50","1,00","2,00","3,00","2,00","5,00","1,00","6,00","5,00"
1564090,M,Superior,"5,00","0,5%","56,20","2,00","23,00","1,70","2,00","3,00","4,00","2,00","3,00","9,00","2,00","10,00"
8286674,M,Médio,"6,00","4,2%","29,50","1,00","44,00","0,50","2,00","2,00","1,00","1,00","7,00","7,00","3,00","8,00"
9752652,M,Médio,"6,00","1,9%","35,10","3,00","41,00","2,10","2,00","4,00","2,00","4,00","5,00","10,00","5,00","5,00"
1866574,M,Médio,"5,00","1,3%","19,00","2,00","23,00","1,20","0,00","2,00","3,00","3,00","4,00","4,00","7,00","0,00"
1960159,F,Médio,"6,00","2,0%","34,30","0,00","37,00","0,40","2,00","3,00","0,00","3,00","6,00","6,00","5,00","9,00"
9030862,F,Superior,"8,00","0,9%","35,30","1,00","44,00","0,50","3,00","4,00","1,00","3,00","7,00","10,00","1,00","2,00"
1691764,F,Médio,"8,00","4,2%","17,90","2,00","22,00","3,90","4,00","3,00","1,00","0,00","7,00","8,00","1,00","4,00"
7073053,M,Médio,"8,00","1,3%","26,30","2,00","42,00","0,10","4,00","3,00","1,00","3,00","8,00","6,00","2,00","0,00"
3700307,M,Médio,"5,00","2,5%","9,70","0,00","29,00","1,00","3,00","2,00","5,00","2,00","7,00","5,00","6,00","9,00"
9523483,M,Médio,"5,00","3,0%","49,60","3,00","32,00","0,30","4,00","2,00","3,00","3,00","2,00","9,00","2,00","10,00"
2755755,M,Médio,"8,00","1,8%","15,50","2,00","44,00","2,90","4,00","4,00","2,00","3,00","7,00","10,00","2,00","5,00"
5407928,M,Médio,"5,00","3,4%","18,40","3,00","48,00","7,80","0,00","2,00","3,00","0,00","5,00","4,00","4,00","0,00"
4116204,M,Médio,"5,00","2,5%","43,10","1,00","24,00","10,20","3,00","2,00","5,00","5,00","1,00","6,00","6,00","7,00"
4886487,F,Médio,"6,00","4,5%","16,20","2,00","28,00","0,50","3,00","2,00","1,00","3,00","5,00","2,00","2,00","2,00"
3835989,F,Médio,"6,00","0,0%","33,50","0,00","38,00","6,00","2,00","2,00","5,00","1,00","7,00","5,00","7,00","6,00"
8343031,F,Médio,"8,00","0,0%","15,80","1,00","29,00","0,90","4,00","3,00","2,00","3,00","4,00","7,00","2,00","2,00"
1991375,M,Médio,"5,00","1,3%","19,50","3,00","36,00","6,80","3,00","3,00","3,00","3,00","6,00","4,00","7,00","8,00"
3807563,F,Médio,"8,00","0,7%","13,50","3,00","25,00","4,50","3,00","4,00","2,00","1,00","7,00","7,00","5,00","6,00"
5343231,M,Médio,"7,00","1,8%","17,60","3,00","22,00","0,50","4,00","3,00","3,00","0,00","7,00","5,00","8,00","3,00"
2420913,F,Médio,"5,00","2,6%","15,40","2,00","38,00","7,80","1,00","2,00","2,00","3,00","4,00","2,00","10,00","10,00"
5137511,M,Médio,"6,00","3,3%","12,10","1,00","19,00","9,20","3,00","3,00","2,00","4,00","2,00","6,00","9,00","5,00"
1124167,F,Médio,"7,00","1,4%","7,70","2,00","29,00","0,00","2,00","3,00","1,00","3,00","3,00","5,00","0,00","4,00"
6396880,M,Superior,"6,00","5,1%","17,60","3,00","49,00","1,40","1,00","3,00","4,00","3,00","6,00","6,00","3,00","6,00"
5649733,M,Médio,"5,00","0,0%","62,80","1,00","25,00","1,30","3,00","2,00","4,00","5,00","4,00","6,00","2,00","8,00"
8414084,F,Médio,"5,00","1,7%","36,90","2,00","41,00","9,50","2,00","2,00","4,00","4,00","4,00","0,00","7,00","1,00"
2957010,M,Médio,"7,00","1,1%","11,00","1,00","25,00","3,30","5,00","2,00","2,00","2,00","4,00","2,00","0,00","7,00"
6474637,F,Médio,"7,00","2,4%","42,30","0,00","47,00","3,10","4,00","3,00","2,00","2,00","4,00","6,00","3,00","6,00"
6956086,M,Médio,"7,00","3,9%","31,80","3,00","33,00","2,10","2,00","3,00","2,00","3,00","6,00","2,00","4,00","6,00"
4456825,M,Médio,"6,00","2,0%","23,30","2,00","39,00","0,30","1,00","3,00","3,00","3,00","3,00","5,00","0,00","3,00"
2638244,M,Médio,"5,00","1,2%","12,10","2,00","38,00","6,80","3,00","3,00","3,00","3,00","3,00","9,00","2,00","9,00"
9666681,F,Médio,"6,00","4,9%","15,70","3,00","37,00","8,20","3,00","2,00","1,00","0,00","6,00","5,00","6,00","6,00"
7049644,F,Superior,"8,00","3,1%","63,50","1,00","23,00","0,20","4,00","4,00","1,00","5,00","8,00","5,00","3,00","3,00"
5345046,M,Médio,"8,00","3,8%","16,20","3,00","38,00","6,00","5,00","3,00","1,00","2,00","7,00","6,00","4,00","3,00"
5336074,M,Médio,"6,00","1,1%","16,60","2,00","43,00","5,60","3,00","2,00","3,00","2,00","4,00","7,00","3,00","7,00"
2930335,F,Médio,"7,00","2,3%","48,40","3,00","31,00","0,00","2,00","4,00","2,00","4,00","6,00","6,00","1,00","7,00"
9832481,F,Superior,"6,00","1,6%","10,20","1,00","36,00","0,20","2,00","2,00","3,00","1,00","5,00","3,00","2,00","4,00"
6368851,M,Médio,"6,00","0,0%","19,10","3,00","29,00","0,30","1,00","2,00","2,00","5,00","6,00","7,00","9,00","10,00"
5733444,F,Médio,"8,00","2,3%","26,40","1,00","50,00","8,60","4,00","4,00","3,00","2,00","8,00","7,00","0,00","2,00"
7902528,M,Médio,"5,00","1,0%","36,30","3,00","19,00","0,40","1,00","2,00","2,00","3,00","4,00","6,00","7,00","8,00"
8472652,F,Médio,"8,00","1,5%","17,10","0,00","50,00","5,90","3,00","3,00","3,00","2,00","6,00","4,00","0,00","4,00"
3892142,M,Médio,"7,00","3,4%","35,90","3,00","30,00","0,60","4,00","3,00","1,00","5,00","6,00","4,00","3,00","2,00"
8690441,F,Médio,"7,00","1,1%","18,50","2,00","21,00","7,30","3,00","3,00","2,00","0,00","8,00","6,00","2,00","2,00"
1054233,F,Médio,"5,00","4,1%","30,00","1,00","42,00","7,30","1,00","1,00","3,00","2,00","4,00","3,00","0,00","6,00"
2690890,M,Médio,"5,00","0,6%","45,00","0,00","31,00","2,40","3,00","2,00","2,00","0,00","5,00","5,00","0,00","5,00"
1114603,F,Médio,"7,00","3,0%","54,40","2,00","34,00","0,10","3,00","3,00","1,00","1,00","9,00","9,00","5,00","1,00"
8392070,M,Médio,"5,00","1,3%","13,00","2,00","45,00","4,60","1,00","1,00","3,00","5,00","5,00","6,00","2,00","2,00"
7718549,M,Médio,"8,00","4,9%","17,60","2,00","50,00","0,90","3,00","4,00","2,00","1,00","7,00","7,00","0,00","0,00"
9257537,F,Médio,"6,00","2,3%","12,20","3,00","27,00","2,70","3,00","2,00","3,00","2,00","6,00","9,00","1,00","9,00"
3709763,M,Médio,"7,00","5,0%","23,60","2,00","31,00","1,00","2,00","4,00","1,00","1,00","3,00","5,00","4,00","0,00"
9946112,F,Superior,"8,00","2,4%","13,30","1,00","26,00","0,00","4,00","3,00","2,00","4,00","7,00","5,00","3,00","2,00"
1813318,M,Médio,"7,00","3,5%","13,00","0,00","41,00","10,80","4,00","4,00","3,00","4,00","5,00","4,00","1,00","2,00"
4605511,F,Médio,"7,00","1,5%","12,40","1,00","41,00","1,70","2,00","3,00","2,00","3,00","6,00","5,00","5,00","4,00"
3935743,M,Médio,"7,00","1,5%","12,10","0,00","24,00","2,00","3,00","3,00","2,00","3,00","4,00","5,00","5,00","3,00"
8687492,F,Médio,"6,00","3,4%","17,70","0,00","21,00","1,80","2,00","2,00","4,00","2,00","4,00","5,00","3,00","7,00"
6557088,M,Médio,"5,00","3,2%","14,60","0,00","48,00","0,30","1,00","1,00","3,00","2,00","3,00","5,00","6,00","3,00"
7727659,M,Médio,"8,00","3,3%","36,20","1,00","23,00","0,00","5,00","4,00","3,00","2,00","10,00","9,00","3,00","2,00"
7957483,M,Médio,"8,00","2,1%","12,30","0,00","27,00","3,80","3,00","4,00","2,00","3,00","7,00","8,00","2,00","1,00"
1862925,M,Superior,"5,00","6,3%","12,20","3,00","22,00","3,20","4,00","2,00","2,00","3,00","3,00","1,00","5,00","1,00"
